systemOperation;ID;invariantType;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
YouTube_listVideos;381;daikon.inv.unary.string.OneOfString;TP;TP;TP;1.0;765;424;1189;10000;GPT-4o
YouTube_listVideos;382;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.9;718;443;1161;1000;GPT-4o
YouTube_listVideos;383;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;829;489;1318;10000;GPT-4o
YouTube_listVideos;384;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;829;516;1345;1000;GPT-4o
YouTube_listVideos;385;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;786;478;1264;1000;GPT-4o
YouTube_listVideos;386;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;1010;487;1497;10000;GPT-4o
YouTube_listVideos;387;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;1011;482;1493;10000;GPT-4o
YouTube_listVideos;388;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.6;1013;565;1578;10000;GPT-4o
YouTube_listVideos;389;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;1003;513;1516;10000;GPT-4o
YouTube_listVideos;390;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.9;1014;441;1455;1000;GPT-4o
YouTube_listVideos;391;daikon.inv.unary.string.FixedLengthString;FP;FP;TN;0.8;709;446;1155;10000;GPT-4o
YouTube_listVideos;392;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;703;470;1173;10000;GPT-4o
YouTube_listVideos;393;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;863;524;1387;10000;GPT-4o
YouTube_listVideos;394;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;862;468;1330;10000;GPT-4o
YouTube_listVideos;395;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.85;969;468;1437;10000;GPT-4o
YouTube_listVideos;396;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;971;447;1418;10000;GPT-4o
YouTube_listVideos;397;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;716;415;1131;10000;GPT-4o
YouTube_listVideos;398;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;709;345;1054;10000;GPT-4o
YouTube_listVideos;399;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.95;750;416;1166;10000;GPT-4o
YouTube_listVideos;400;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;830;457;1287;10000;GPT-4o
YouTube_listVideos;401;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;856;464;1320;10000;GPT-4o
Yelp_getBusinesses;0;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;625;428;1053;10000;GPT-4o
Yelp_getBusinesses;1;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.95;635;413;1048;10000;GPT-4o
Yelp_getBusinesses;2;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.85;608;419;1027;10000;GPT-4o
Yelp_getBusinesses;3;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;FP;0.9;709;430;1139;10000;GPT-4o
Yelp_getBusinesses;4;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;FP;0.9;703;422;1125;10000;GPT-4o
Yelp_getBusinesses;5;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.8;669;459;1128;100;GPT-4o
Yelp_getBusinesses;6;daikon.inv.unary.scalar.LowerBound;FP;TP;FP;0.85;682;474;1156;10000;GPT-4o
Yelp_getBusinesses;7;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;616;392;1008;10000;GPT-4o
Yelp_getBusinesses;8;daikon.inv.unary.stringsequence.EltOneOfString;TP;TP;TP;0.95;749;389;1138;10000;GPT-4o
Yelp_getBusinesses;9;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;608;375;983;10000;GPT-4o
Yelp_getBusinesses;10;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;630;373;1003;10000;GPT-4o
Yelp_getBusinesses;11;daikon.inv.unary.scalar.LowerBound;FP;TP;FP;0.95;847;345;1192;100;GPT-4o
Yelp_getBusinesses;12;daikon.inv.unary.scalar.LowerBound;FP;TP;FP;0.9;773;385;1158;50;GPT-4o
Yelp_getBusinesses;13;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;733;451;1184;100;GPT-4o
Yelp_getBusinesses;14;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;870;533;1403;10000;GPT-4o
Yelp_getBusinesses;15;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;739;517;1256;10000;GPT-4o
Yelp_getBusinesses;16;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;843;450;1293;10000;GPT-4o
Yelp_getBusinesses;17;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;858;491;1349;50;GPT-4o
Yelp_getBusinesses;18;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;746;562;1308;500;GPT-4o
Yelp_getBusinesses;19;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;737;447;1184;100;GPT-4o
Yelp_getBusinesses;20;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;FP;0.95;781;377;1158;10000;GPT-4o
Yelp_getBusinesses;21;daikon.inv.binary.twoScalar.FloatLessThan;FP;TP;FP;0.95;776;440;1216;50;GPT-4o
Yelp_getBusinesses;22;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;FP;0.95;761;421;1182;10000;GPT-4o
Yelp_getBusinesses;23;daikon.inv.binary.twoScalar.FloatLessThan;FP;FP;TN;0.9;781;439;1220;50;GPT-4o
Yelp_getBusinesses;24;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;FP;0.95;757;370;1127;10000;GPT-4o
Yelp_getBusinesses;25;daikon.inv.binary.twoScalar.FloatGreaterThan;FP;TP;FP;0.95;753;444;1197;100;GPT-4o
Yelp_getBusinesses;26;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;742;510;1252;50;GPT-4o
Yelp_getBusinesses;27;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.8;736;500;1236;100;GPT-4o
Yelp_getBusinesses;28;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.85;754;409;1163;50;GPT-4o
Yelp_getBusinesses;29;daikon.inv.binary.sequenceString.MemberString;TP;TP;TP;0.95;893;361;1254;100;GPT-4o
Yelp_getBusinesses;30;daikon.inv.binary.sequenceString.MemberString;TP;TP;TP;0.95;871;426;1297;1000;GPT-4o
Yelp_getBusinesses;31;daikon.inv.binary.sequenceString.MemberString;TP;FP;FN;0.9;833;441;1274;1000;GPT-4o
Yelp_getBusinesses;32;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.7;685;426;1111;100;GPT-4o
Yelp_getBusinesses;33;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.7;645;433;1078;50;GPT-4o
Yelp_getBusinesses;34;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.8;636;491;1127;50;GPT-4o
Yelp_getBusinesses;35;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.7;647;455;1102;50;GPT-4o
Yelp_getBusinesses;36;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.9;814;525;1339;100;GPT-4o
Yelp_getBusinesses;37;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.7;857;575;1432;100;GPT-4o
Yelp_getBusinesses;38;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.9;875;428;1303;50;GPT-4o
Yelp_getBusinesses;39;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.7;781;520;1301;50;GPT-4o
Yelp_getBusinesses;40;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.7;843;501;1344;50;GPT-4o
Yelp_getBusinesses;41;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.6;938;501;1439;50;GPT-4o
Yelp_getBusinesses;42;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.6;847;458;1305;10000;GPT-4o
Yelp_getBusinesses;43;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;636;377;1013;10000;GPT-4o
Yelp_getBusinesses;44;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;581;464;1045;10000;GPT-4o
Yelp_getBusinesses;45;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;593;462;1055;10000;GPT-4o
Yelp_getBusinesses;46;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;645;351;996;10000;GPT-4o
Yelp_getBusinesses;47;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.95;655;473;1128;10000;GPT-4o
Yelp_getBusinesses;48;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;689;428;1117;100;GPT-4o
Yelp_getBusinesses;49;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;691;450;1141;10000;GPT-4o
Yelp_getBusinesses;50;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;690;533;1223;10000;GPT-4o
Yelp_getBusinesses;51;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;676;453;1129;100;GPT-4o
Yelp_getBusinesses;52;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;710;460;1170;50;GPT-4o
Yelp_getBusinesses;53;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.75;712;496;1208;50;GPT-4o
Yelp_getBusinesses;54;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;696;524;1220;100;GPT-4o
Yelp_getBusinesses;55;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.8;690;511;1201;50;GPT-4o
Yelp_getBusinesses;56;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;673;440;1113;10000;GPT-4o
Yelp_getBusinesses;57;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;FP;0.95;748;377;1125;10000;GPT-4o
Yelp_getBusinesses;58;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.7;684;500;1184;100;GPT-4o
Yelp_getBusinesses;59;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.7;684;515;1199;50;GPT-4o
Yelp_getBusinesses;60;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;739;326;1065;10000;GPT-4o
Yelp_getBusinesses;61;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;833;435;1268;10000;GPT-4o
Yelp_getBusinesses;62;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;828;345;1173;10000;GPT-4o
Yelp_getBusinesses;63;daikon.inv.unary.string.IsNumeric;FP;FP;TN;0.9;687;415;1102;100;GPT-4o
Yelp_getBusinesses;64;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;990;383;1373;10000;GPT-4o
Yelp_getBusinesses;65;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;690;370;1060;10000;GPT-4o
Yelp_getBusinesses;66;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;883;487;1370;100;GPT-4o
Yelp_getBusinesses;67;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;744;441;1185;10000;GPT-4o
Yelp_getBusinesses;68;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.95;859;484;1343;10000;GPT-4o
Yelp_getBusinesses;69;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;758;517;1275;10000;GPT-4o
Yelp_getBusinesses;70;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;838;438;1276;10000;GPT-4o
Yelp_getBusinesses;71;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;FP;0.95;782;404;1186;10000;GPT-4o
Yelp_getBusinesses;72;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;FP;0.95;782;428;1210;10000;GPT-4o
Yelp_getBusinesses;73;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;740;444;1184;500;GPT-4o
Yelp_getBusinesses;74;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.8;676;460;1136;100;GPT-4o
Yelp_getBusinesses;75;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;680;485;1165;100;GPT-4o
Yelp_getBusinesses;76;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;699;444;1143;10000;GPT-4o
Yelp_getBusinesses;77;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;684;488;1172;10000;GPT-4o
Yelp_getBusinesses;78;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;781;380;1161;10000;GPT-4o
Yelp_getBusinesses;79;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;734;381;1115;10000;GPT-4o
Yelp_getBusinesses;80;daikon.inv.binary.twoScalar.FloatNonEqual;FP;TP;FP;0.95;754;407;1161;10000;GPT-4o
Yelp_getBusinesses;81;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;758;475;1233;1000;GPT-4o
Yelp_getBusinesses;82;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;778;418;1196;500;GPT-4o
Yelp_getBusinesses;83;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;FP;0.85;682;479;1161;10000;GPT-4o
Yelp_getBusinesses;84;daikon.inv.unary.scalar.NonZeroFloat;FP;TP;FP;0.95;678;397;1075;10000;GPT-4o
Yelp_getBusinesses;85;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;694;478;1172;10000;GPT-4o
Yelp_getBusinesses;86;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;749;525;1274;1000;GPT-4o
Yelp_getBusinesses;87;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;743;441;1184;1000;GPT-4o
Yelp_getBusinesses;88;daikon.inv.unary.scalar.LowerBoundFloat;TP;TP;TP;0.95;682;436;1118;10000;GPT-4o
Spotify_getAlbumTracks;0;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.9;695;472;1167;10000;GPT-4o
Spotify_getAlbumTracks;1;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.99;756;390;1146;10000;GPT-4o
Spotify_getAlbumTracks;2;daikon.inv.binary.twoString.StringEqual;TP;TP;TP;0.95;768;421;1189;10000;GPT-4o
Spotify_getAlbumTracks;3;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;767;429;1196;10000;GPT-4o
Spotify_getAlbumTracks;4;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.95;777;381;1158;10000;GPT-4o
Spotify_getAlbumTracks;5;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;733;420;1153;10000;GPT-4o
Spotify_getAlbumTracks;6;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;656;393;1049;10000;GPT-4o
Spotify_getAlbumTracks;7;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;711;418;1129;10000;GPT-4o
Spotify_getAlbumTracks;8;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.95;774;440;1214;10000;GPT-4o
Spotify_getAlbumTracks;9;daikon.inv.unary.string.OneOfString;FP;FP;TN;0.7;720;501;1221;100;GPT-4o
Spotify_getAlbumTracks;10;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;734;380;1114;10000;GPT-4o
Spotify_getAlbumTracks;11;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.95;716;375;1091;10000;GPT-4o
Spotify_getAlbumTracks;12;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;785;490;1275;10000;GPT-4o
Spotify_getAlbumTracks;13;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;794;595;1389;100;GPT-4o
Spotify_getAlbumTracks;14;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.95;785;455;1240;10000;GPT-4o
Spotify_getAlbumTracks;15;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;821;541;1362;50;GPT-4o
Spotify_getAlbumTracks;16;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.7;742;597;1339;100;GPT-4o
Spotify_getAlbumTracks;17;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.8;773;456;1229;10000;GPT-4o
Spotify_getAlbumTracks;18;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.8;811;421;1232;100;GPT-4o
Spotify_getAlbumTracks;19;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.95;730;482;1212;100;GPT-4o
Spotify_getAlbumTracks;20;daikon.inv.binary.sequenceString.MemberString;FP;TP;FP;0.95;733;418;1151;10000;GPT-4o
Spotify_getAlbumTracks;21;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;730;452;1182;10000;GPT-4o
Spotify_getAlbumTracks;22;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;774;409;1183;10000;GPT-4o
Spotify_getAlbumTracks;23;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;775;453;1228;10000;GPT-4o
Spotify_getAlbumTracks;24;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;774;459;1233;10000;GPT-4o
Spotify_getAlbumTracks;25;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;FP;0.95;794;493;1287;10000;GPT-4o
Spotify_getAlbumTracks;26;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;FP;0.95;737;411;1148;100;GPT-4o
Spotify_getAlbumTracks;27;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;795;477;1272;10000;GPT-4o
Spotify_getAlbumTracks;28;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;806;450;1256;10000;GPT-4o
Spotify_getAlbumTracks;29;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;825;535;1360;10000;GPT-4o
Spotify_getAlbumTracks;30;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.7;743;461;1204;100;GPT-4o
Spotify_getAlbumTracks;31;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;FP;0.95;839;444;1283;100;GPT-4o
Spotify_getAlbumTracks;32;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.95;745;457;1202;10000;GPT-4o
Spotify_getAlbumTracks;33;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.95;731;410;1141;10000;GPT-4o
Spotify_getAlbumTracks;34;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;991;386;1377;10000;GPT-4o
Spotify_getAlbumTracks;35;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.95;1001;449;1450;10000;GPT-4o
Spotify_getAlbumTracks;36;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;681;424;1105;10000;GPT-4o
Spotify_getAlbumTracks;37;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;674;394;1068;10000;GPT-4o
Spotify_getAlbumTracks;38;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;742;488;1230;100;GPT-4o
Spotify_getAlbumTracks;39;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;735;520;1255;50;GPT-4o
Spotify_getAlbumTracks;40;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;1048;405;1453;10000;GPT-4o
Spotify_getAlbumTracks;41;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;723;492;1215;100;GPT-4o
Spotify_getAlbumTracks;42;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.7;1035;568;1603;50;GPT-4o
Spotify_getAlbumTracks;43;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;1040;427;1467;10000;GPT-4o
Spotify_getAlbumTracks;44;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;725;422;1147;100;GPT-4o
Spotify_getAlbumTracks;45;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;1031;407;1438;10000;GPT-4o
Spotify_getAlbumTracks;46;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;832;375;1207;10000;GPT-4o
Spotify_getAlbumTracks;47;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;827;380;1207;10000;GPT-4o
Spotify_getAlbumTracks;48;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;831;399;1230;10000;GPT-4o
Spotify_getAlbumTracks;49;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;730;382;1112;10000;GPT-4o
Spotify_getAlbumTracks;50;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;850;502;1352;10000;GPT-4o
Spotify_getAlbumTracks;51;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1026;458;1484;10000;GPT-4o
Spotify_getAlbumTracks;52;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;952;423;1375;10000;GPT-4o
Spotify_getAlbumTracks;53;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;981;376;1357;10000;GPT-4o
Spotify_getAlbumTracks;54;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;919;428;1347;10000;GPT-4o
Spotify_getAlbumTracks;55;daikon.inv.unary.stringsequence.SequenceFixedLengthString;TP;TP;TP;0.95;738;416;1154;10000;GPT-4o
Spotify_getAlbumTracks;56;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;820;401;1221;10000;GPT-4o
Spotify_getAlbumTracks;57;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;815;373;1188;10000;GPT-4o
Spotify_getAlbumTracks;58;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;785;408;1193;10000;GPT-4o
Spotify_getAlbumTracks;59;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;842;438;1280;10000;GPT-4o
Spotify_getAlbumTracks;60;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;837;369;1206;10000;GPT-4o
Spotify_getAlbumTracks;61;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;851;393;1244;10000;GPT-4o
Spotify_getAlbumTracks;62;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;748;414;1162;10000;GPT-4o
Spotify_getAlbumTracks;63;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;871;454;1325;10000;GPT-4o
Spotify_getAlbumTracks;64;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;987;351;1338;10000;GPT-4o
Spotify_getAlbumTracks;65;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;982;302;1284;10000;GPT-4o
Spotify_getAlbumTracks;66;daikon.inv.unary.string.FixedLengthString;FP;FP;TN;0.8;694;375;1069;100;GPT-4o
Spotify_getAlbumTracks;67;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;690;367;1057;10000;GPT-4o
Spotify_getAlbumTracks;68;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;803;424;1227;10000;GPT-4o
Spotify_getAlbumTracks;69;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;964;361;1325;10000;GPT-4o
Spotify_getAlbumTracks;70;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;967;466;1433;10000;GPT-4o
Spotify_getAlbumTracks;71;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;888;416;1304;10000;GPT-4o
Spotify_getAlbumTracks;72;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.99;925;370;1295;10000;GPT-4o
Spotify_getAlbumTracks;73;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1060;385;1445;10000;GPT-4o
Spotify_getAlbumTracks;74;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;981;478;1459;10000;GPT-4o
Spotify_getAlbumTracks;75;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;908;432;1340;10000;GPT-4o
Spotify_getAlbumTracks;76;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1031;362;1393;10000;GPT-4o
Spotify_getAlbumTracks;77;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;947;459;1406;10000;GPT-4o
Spotify_getAlbumTracks;78;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;927;427;1354;10000;GPT-4o
Spotify_getAlbumTracks;79;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;923;429;1352;10000;GPT-4o
Spotify_getAlbumTracks;80;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;855;405;1260;10000;GPT-4o
Spotify_getAlbumTracks;81;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;839;312;1151;10000;GPT-4o
Spotify_getAlbumTracks;82;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.85;846;471;1317;10000;GPT-4o
Spotify_getAlbumTracks;83;daikon.inv.unary.string.IsUrl;TP;FP;FN;0.8;864;348;1212;10000;GPT-4o
Spotify_getAlbumTracks;84;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;991;412;1403;10000;GPT-4o
Spotify_getAlbumTracks;85;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;995;360;1355;10000;GPT-4o
Spotify_getAlbumTracks;86;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;1006;426;1432;10000;GPT-4o
Spotify_getAlbumTracks;87;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;939;450;1389;10000;GPT-4o
Spotify_getAlbumTracks;88;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;933;420;1353;10000;GPT-4o
Spotify_getAlbumTracks;89;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;928;433;1361;10000;GPT-4o
Spotify_getAlbumTracks;90;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;821;474;1295;100;GPT-4o
Spotify_getAlbumTracks;91;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;823;507;1330;100;GPT-4o
Spotify_getAlbumTracks;92;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.95;739;405;1144;10000;GPT-4o
Spotify_getAlbumTracks;93;daikon.inv.unary.scalar.NonZero;FP;TP;FP;0.9;730;359;1089;10000;GPT-4o
Spotify_getAlbumTracks;94;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;796;581;1377;1000;GPT-4o
Spotify_getAlbumTracks;95;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;827;521;1348;10000;GPT-4o
Spotify_getAlbumTracks;96;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;829;499;1328;10000;GPT-4o
